page_id,fixture,title_match,legacy_records_count,canonical_extractions_count
25f7dd82-2cea-4305-b8b9-6800598148aa,fixtures\reading_list\25f7dd82-2cea-4305-b8b9-6800598148aa.json,False,0,1
26377417-be27-4ca7-84c2-f4295cb6026e,fixtures\reading_list\26377417-be27-4ca7-84c2-f4295cb6026e.json,False,0,0
26beacff-08d2-45c4-925f-2ed3f3626770,fixtures\reading_list\26beacff-08d2-45c4-925f-2ed3f3626770.json,False,0,1
27532153-b90e-490a-8131-f65b28b4e582,fixtures\reading_list\27532153-b90e-490a-8131-f65b28b4e582.json,False,0,1
28a15a61-4013-4d83-b3b4-f2ecb617194a,fixtures\reading_list\28a15a61-4013-4d83-b3b4-f2ecb617194a.json,False,0,1
292bdef8-fba8-48c1-81da-623ec99dcccc,fixtures\reading_list\292bdef8-fba8-48c1-81da-623ec99dcccc.json,False,0,0
29721fe7-4dd2-4c0f-91e7-125e0e906b16,fixtures\reading_list\29721fe7-4dd2-4c0f-91e7-125e0e906b16.json,False,0,2
2b35ec63-ce55-47d8-abdb-f7204fb84381,fixtures\reading_list\2b35ec63-ce55-47d8-abdb-f7204fb84381.json,False,0,1
2ceec57c-86a8-475e-9992-eb8b2ba051a3,fixtures\reading_list\2ceec57c-86a8-475e-9992-eb8b2ba051a3.json,False,0,0
2e3c1e90-5b27-4d4b-9e85-9520f5dec4d8,fixtures\reading_list\2e3c1e90-5b27-4d4b-9e85-9520f5dec4d8.json,False,0,1
2e4f7b5d-ba1d-4164-b04b-ab687a7c1e11,fixtures\reading_list\2e4f7b5d-ba1d-4164-b04b-ab687a7c1e11.json,False,0,1
300f6021-d7f5-4f78-9b39-c5f85a02dd6a,fixtures\reading_list\300f6021-d7f5-4f78-9b39-c5f85a02dd6a.json,False,0,0
30246d7d-293e-440f-8276-a38bc952257a,fixtures\reading_list\30246d7d-293e-440f-8276-a38bc952257a.json,False,0,1
30624b56-6180-4448-bbae-c26d7e7d8d6c,fixtures\reading_list\30624b56-6180-4448-bbae-c26d7e7d8d6c.json,False,0,1
30995e29-4aac-403a-9399-9d6273238e6f,fixtures\reading_list\30995e29-4aac-403a-9399-9d6273238e6f.json,False,0,0
30a7d4da-a9a7-42d5-a4b5-c7ab1fe9fec4,fixtures\reading_list\30a7d4da-a9a7-42d5-a4b5-c7ab1fe9fec4.json,False,0,1
30acd208-9d40-4766-bf2b-8272dd565546,fixtures\reading_list\30acd208-9d40-4766-bf2b-8272dd565546.json,False,0,0
31760177-d54a-42cf-97d0-18477b2570e4,fixtures\reading_list\31760177-d54a-42cf-97d0-18477b2570e4.json,False,0,0
32389c41-c2aa-4c05-81e6-14e6a6d04afb,fixtures\reading_list\32389c41-c2aa-4c05-81e6-14e6a6d04afb.json,False,0,1
32b4315e-6da0-4106-b475-092b9a15779d,fixtures\reading_list\32b4315e-6da0-4106-b475-092b9a15779d.json,False,0,1
3364750c-f3ba-800b-8b2e-f11c50ba669a,fixtures\reading_list\3364750c-f3ba-800b-8b2e-f11c50ba669a.json,False,0,1
3364750c-f3ba-801f-93ec-ca078044d5fa,fixtures\reading_list\3364750c-f3ba-801f-93ec-ca078044d5fa.json,False,0,1
3364750c-f3ba-8069-88c7-e4185a604368,fixtures\reading_list\3364750c-f3ba-8069-88c7-e4185a604368.json,False,0,1
3364750c-f3ba-8069-b79d-c6b284f1e3e3,fixtures\reading_list\3364750c-f3ba-8069-b79d-c6b284f1e3e3.json,False,0,2
3364750c-f3ba-8084-9d73-eff7384610c4,fixtures\reading_list\3364750c-f3ba-8084-9d73-eff7384610c4.json,False,0,1
3364750c-f3ba-80a1-abd0-ccf2a76fcba3,fixtures\reading_list\3364750c-f3ba-80a1-abd0-ccf2a76fcba3.json,False,0,2
3364750c-f3ba-80cd-81fe-f85a95c60b1d,fixtures\reading_list\3364750c-f3ba-80cd-81fe-f85a95c60b1d.json,False,0,2
